Filename,ClassId,Pred_1,Conf_1,Pred_2,Conf_2
1260,Limit 80km,Limit 80km,0.999997,Limit 80km,0.999966
1261,Limit 120km,Limit 120km,1.000000,Limit 120km,0.997874
1262,No overtaking,No overtaking,0.999817,No overtaking,1.000000
1263,Limit 80km,Limit 80km,0.999999,Limit 80km,1.000000
1264,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1265,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1266,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,1.000000,End of no overtaking of heavy vehicles,0.999986
1267,Generic danger,Generic danger,1.000000,Generic danger,1.000000
1268,Limit 50km,Limit 50km,0.998496,Limit 50km,1.000000
1269,Stop,Stop,1.000000,Stop,0.999998
1270,Limit 50km,Limit 50km,0.999962,Limit 50km,0.999999
1271,Right of way,Right of way,0.999932,Right of way,1.000000
1272,Limit 60km,Limit 60km,0.999961,Limit 60km,1.000000
1273,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1274,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999568,End of no overtaking of heavy vehicles,1.000000
1275,Limit 120km,Limit 120km,0.993719,Limit 120km,0.999998
1276,Generic danger,Generic danger,0.985322,Generic danger,0.999676
1277,Stop,Stop,0.999974,Stop,0.991449
1278,Limit 80km,Limit 80km,0.997049,Limit 80km,0.999998
1279,Limit 20km,Limit 20km,1.000000,Limit 20km,0.999999
1280,Limit 50km,Limit 50km,0.999890,Limit 50km,1.000000
1281,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999997
1282,Stop,Stop,0.999231,Stop,0.999825
1283,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,1.000000
1284,Intersection with right of way,Intersection with right of way,0.999885,Intersection with right of way,0.999951
1285,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1286,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1287,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1288,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999952
1289,Left turn mandatory,Left turn mandatory,0.999999,Left turn mandatory,1.000000
1290,Limit 70km,Limit 70km,0.999943,Limit 70km,1.000000
1291,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1292,Stop,Stop,0.999996,Stop,1.000000
1293,Limit 50km,Limit 50km,0.999994,Limit 50km,1.000000
1294,Limit 100km,Limit 100km,0.999985,Limit 100km,1.000000
1295,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1296,Cycle crossing,Cycle crossing,0.999966,Cycle crossing,0.999995
1297,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,0.999999
1298,School,School,0.999664,School,0.999980
1299,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1300,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1301,Generic danger,Generic danger,0.999897,Generic danger,0.999993
1302,Stop,Stop,1.000000,Stop,0.999999
1303,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1304,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,0.999998
1305,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
1306,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1307,Dangerous left curve,Dangerous left curve,0.964653,Dangerous left curve,0.998249
1308,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
1309,End limit 80km,End limit 80km,0.999974,End limit 80km,1.000000
1310,Limit 80km,Limit 80km,1.000000,Limit 80km,0.999994
1311,Limit 120km,Limit 120km,0.999996,Limit 120km,1.000000
1312,Limit 120km,Limit 120km,0.988166,Limit 120km,1.000000
1313,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999991
1314,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999997
1315,Mandatory direction straight,Mandatory direction straight,0.999107,Mandatory direction straight,0.999999
1316,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1317,Men at work,Intersection with right of way,0.999202,Intersection with right of way,0.946422
1318,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999994
1319,Mandatory direction straight,Mandatory direction straight,0.999682,Mandatory direction straight,1.000000
1320,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1321,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1322,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
1323,Limit 80km,Limit 80km,0.999984,Limit 80km,1.000000
1324,Stop,Stop,0.999975,Stop,0.999992
1325,Traffic light,Traffic light,1.000000,Traffic light,1.000000
1326,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999801,End of no overtaking of heavy vehicles,1.000000
1327,Traffic light,Traffic light,1.000000,Traffic light,1.000000
1328,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1329,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1330,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1331,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1332,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1333,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1334,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1335,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1336,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
1337,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999999
1338,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999301,End of no overtaking of heavy vehicles,1.000000
1339,Wild animals,Wild animals,1.000000,Wild animals,1.000000
1340,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1341,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1342,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1343,Right of way,Right of way,1.000000,Right of way,1.000000
1344,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1345,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999990
1346,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
1347,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1348,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999999
1349,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1350,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1351,Right of way,Right of way,0.999966,Right of way,0.999991
1352,Men at work,Men at work,0.999996,Men at work,0.999999
1353,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999613
1354,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1355,Right of way,Right of way,1.000000,Right of way,1.000000
1356,School,School,1.000000,School,0.999999
1357,Right of way,Right of way,1.000000,Right of way,1.000000
1358,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999999
1359,Limit 50km,Limit 50km,0.999999,Limit 50km,1.000000
1360,Traffic light,Traffic light,1.000000,Traffic light,0.999932
1361,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1362,Limit 120km,Limit 120km,0.999987,Limit 120km,1.000000
1363,Intersection with right of way,Intersection with right of way,0.974580,Intersection with right of way,0.993849
1364,Limit 120km,Limit 120km,0.987523,Limit 120km,0.665529
1365,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999991
1366,Right of way,Right of way,1.000000,Right of way,1.000000
1367,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1368,Roundabout,Roundabout,0.573166,Roundabout,0.999931
1369,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999999
1370,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,0.999998
1371,Men at work,Men at work,1.000000,Men at work,1.000000
1372,Limit 50km,Limit 50km,0.999999,Limit 50km,1.000000
1373,End of no overtaking,End of no overtaking,1.000000,End of no overtaking,0.999953
1374,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
1375,Generic danger,Generic danger,0.999997,Generic danger,0.999558
1376,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
1377,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1378,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
1379,Wild animals,Wild animals,1.000000,Wild animals,1.000000
1380,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1381,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1382,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1383,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1384,Limit 100km,Limit 100km,0.992678,Limit 100km,0.999988
1385,Limit 70km,Limit 70km,0.880065,Limit 70km,0.999999
1386,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1387,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1388,Right of way,Right of way,1.000000,Right of way,1.000000
1389,Generic danger,Generic danger,0.983446,Generic danger,1.000000
1390,Limit 120km,Limit 120km,0.999353,Limit 120km,0.996807
1391,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1392,Men at work,Men at work,1.000000,Men at work,1.000000
1393,Limit 80km,Limit 80km,0.999995,Limit 80km,1.000000
1394,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1395,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999548,End of no overtaking of heavy vehicles,1.000000
1396,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1397,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
1398,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1399,Right of way,Right of way,1.000000,Right of way,1.000000
1400,Right turn mandatory,Right turn mandatory,0.999999,Right turn mandatory,0.999954
1401,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1402,Snow,Snow,0.518509,Traffic light,0.751965
1403,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1404,Mandatory step to the right,Mandatory step to the right,0.999400,Mandatory step to the right,0.999991
1405,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1406,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1407,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1408,Right of way,Right of way,1.000000,Right of way,1.000000
1409,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1410,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
1411,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1412,Generic danger,Generic danger,1.000000,Generic danger,1.000000
1413,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
1414,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1415,Right of way,Right of way,0.999998,Right of way,1.000000
1416,Limit 60km,Limit 60km,0.999997,Limit 60km,1.000000
1417,Limit 60km,Limit 60km,1.000000,Limit 60km,0.999999
1418,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1419,Right of way,Right of way,0.999998,Right of way,1.000000
1420,Right of way,Right of way,0.999980,Right of way,1.000000
1421,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999988
1422,Snow,Snow,0.987398,Snow,1.000000
1423,Stop,Stop,0.999902,Stop,0.999778
1424,Right of way,Right of way,1.000000,Right of way,1.000000
1425,Stop,Stop,1.000000,Stop,0.999995
1426,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1427,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1428,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1429,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999999
1430,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999998
1431,Pedestrian crossing,Generic danger,0.742616,Limit 30km,0.993991
1432,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1433,Limit 120km,Limit 120km,0.999995,Limit 120km,1.000000
1434,Danger of slipping,Danger of slipping,0.999974,Danger of slipping,1.000000
1435,Generic danger,Generic danger,0.999516,Generic danger,0.999982
1436,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1437,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1438,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
1439,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1440,Limit 80km,Limit 80km,0.998907,Limit 80km,0.999980
1441,Men at work,Men at work,1.000000,Men at work,0.999616
1442,Generic danger,Generic danger,1.000000,Generic danger,1.000000
1443,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1444,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1445,Wild animals,Wild animals,1.000000,Wild animals,0.999999
1446,Right of way,Right of way,1.000000,Right of way,1.000000
1447,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1448,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
1449,Right of way,Right of way,0.973886,Right of way,0.994010
1450,Mandatory direction straight,Mandatory direction straight,0.999999,Mandatory direction straight,1.000000
1451,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1452,Limit 80km,Limit 80km,0.999216,Limit 80km,1.000000
1453,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1454,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1455,Generic danger,Generic danger,0.999985,Generic danger,1.000000
1456,Mandatory step to the right,Mandatory step to the right,0.999736,Mandatory step to the right,1.000000
1457,Limit 80km,Limit 80km,0.999941,Limit 80km,1.000000
1458,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1459,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1460,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1461,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1462,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.997310,End of no overtaking of heavy vehicles,0.999885
1463,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
1464,Wild animals,Wild animals,0.999982,Wild animals,0.999995
1465,Traffic light,Traffic light,1.000000,Traffic light,0.999863
1466,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
1467,Limit 80km,Limit 80km,0.999995,Limit 80km,1.000000
1468,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1469,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999992
1470,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
1471,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1472,Limit 60km,Limit 60km,0.999818,Limit 60km,1.000000
1473,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1474,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1475,Generic danger,Generic danger,0.781674,Generic danger,0.619727
1476,Limit 50km,Limit 50km,0.999822,Limit 50km,0.999999
1477,Mandatory direction straight,Mandatory direction straight,0.945699,Mandatory direction straight,0.998779
1478,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1479,Wild animals,Wild animals,0.999999,Wild animals,0.999994
1480,Men at work,Men at work,1.000000,Men at work,0.999999
1481,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999995
1482,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1483,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1484,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
1485,Right of way,Right of way,0.999421,Right of way,0.999999
1486,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1487,Go ahead,Go ahead,0.999739,Go ahead,0.999939
1488,Right of way,Right of way,1.000000,Right of way,1.000000
1489,Right of way,Transit prohibition,0.553551,Transit prohibition,0.999995
1490,Right of way,Right of way,0.996860,Right of way,0.815443
1491,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1492,Limit 80km,Limit 80km,0.990251,Limit 80km,0.999989
1493,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1494,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1495,Left turn mandatory,Left turn mandatory,0.999919,Left turn mandatory,0.827541
1496,Mandatory step to the right,Mandatory step to the right,0.948265,Mandatory step to the right,0.999998
1497,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1498,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1499,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999995
1500,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1501,Limit 120km,Limit 120km,0.999991,Limit 120km,0.999985
1502,Limit 120km,Limit 120km,0.999993,Limit 120km,1.000000
1503,No overtaking,No overtaking,0.999999,No overtaking,1.000000
1504,Limit 100km,Limit 100km,0.998300,Limit 100km,1.000000
1505,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1506,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1507,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1508,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1509,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1510,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1511,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1512,Generic danger,Generic danger,0.974509,Generic danger,1.000000
1513,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1514,Snow,Snow,0.997424,Snow,0.999999
1515,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999998
1516,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1517,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999657,End of no overtaking of heavy vehicles,1.000000
1518,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999981,Prohibition of heavy vehicles transit,1.000000
1519,Limit 20km,Limit 20km,0.999977,Limit 20km,0.999998
1520,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999966
1521,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999998
1522,Wrong way,Wrong way,0.997989,Wrong way,0.955445
1523,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1524,Snow,Snow,0.402805,Snow,0.829588
1525,Generic danger,Generic danger,1.000000,Generic danger,0.999999
1526,Mandatory step to the right,Mandatory step to the right,0.999994,Mandatory step to the right,0.999886
1527,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1528,Right of way,Right of way,1.000000,Right of way,1.000000
1529,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1530,Give right to pass,Give right to pass,0.999994,Give right to pass,0.999995
1531,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1532,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1533,Stop,Stop,0.999915,Stop,0.999813
1534,Limit 80km,Limit 80km,0.999995,Limit 80km,0.999519
1535,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1536,Mandatory step to the right,Mandatory step to the right,0.999965,Mandatory step to the right,0.999999
1537,Mandatory step to the left,Mandatory step to the left,1.000000,Mandatory step to the left,0.999997
1538,Limit 80km,Limit 80km,0.999990,Limit 80km,1.000000
1539,Men at work,Men at work,1.000000,Men at work,1.000000
1540,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
1541,Cycle crossing,Cycle crossing,0.999813,Cycle crossing,1.000000
1542,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1543,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1544,Men at work,Men at work,1.000000,Men at work,0.999997
1545,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1546,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1547,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1548,Men at work,Men at work,1.000000,Men at work,1.000000
1549,Men at work,Men at work,1.000000,Men at work,1.000000
1550,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1551,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
1552,Limit 80km,Limit 80km,0.999999,Limit 80km,0.999913
1553,Limit 60km,Limit 60km,0.999899,Limit 60km,1.000000
1554,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1555,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1556,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1557,School,School,1.000000,School,0.999997
1558,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1559,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999997
1560,End of no overtaking of heavy vehicles,Intersection with right of way,0.395441,Dangerous right curve,0.508317
1561,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1562,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1563,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1564,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,1.000000
1565,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1566,Men at work,Men at work,1.000000,Men at work,1.000000
1567,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999990,No overtaking of heavy vehicles,1.000000
1568,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1569,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1570,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1571,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1572,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,1.000000
1573,Limit 60km,Limit 60km,0.953490,Limit 60km,1.000000
1574,No overtaking,No overtaking,0.997769,No overtaking,0.999997
1575,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,0.999999
1576,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1577,School,School,1.000000,School,1.000000
1578,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1579,School,School,0.999501,School,0.983987
1580,End limit 80km,End limit 80km,0.999949,End limit 80km,1.000000
1581,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1582,Snow,Snow,0.957060,Snow,0.999987
1583,Double curve,Double curve,0.980545,Limit 50km,0.674433
1584,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1585,Limit 100km,Limit 100km,0.999573,Limit 100km,1.000000
1586,Wrong way,Wrong way,1.000000,Wrong way,1.000000
1587,Mandatory direction straight,Mandatory direction straight,0.998595,Mandatory direction straight,0.999998
1588,Stop,Stop,1.000000,Stop,0.999994
1589,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999997
1590,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1591,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1592,Wrong way,Wrong way,0.999677,Wrong way,0.999467
1593,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999,No overtaking of heavy vehicles,1.000000
1594,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
1595,Limit 120km,Limit 120km,0.999998,Limit 120km,1.000000
1596,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,0.999998
1597,Traffic light,Traffic light,0.986800,Asymmetrical bottleneck,0.858942
1598,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999998
1599,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
1600,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1601,End limit 80km,End limit 80km,1.000000,End limit 80km,0.962449
1602,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
1603,Men at work,Men at work,1.000000,Men at work,1.000000
1604,Limit 100km,Limit 100km,0.999999,Limit 100km,0.999996
1605,Limit 120km,Limit 120km,0.999984,Limit 120km,1.000000
1606,Generic danger,Generic danger,1.000000,Generic danger,1.000000
1607,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
1608,Limit 120km,Limit 120km,0.999995,Limit 120km,1.000000
1609,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1610,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
1611,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
1612,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.985861,End of no overtaking of heavy vehicles,0.999986
1613,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,1.000000,Prohibition of heavy vehicles transit,1.000000
1614,Right of way,Right of way,0.702217,Men at work,0.732956
1615,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
1616,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1617,Go ahead,Go ahead,0.999493,Go ahead,0.999772
1618,Right of way,Right of way,0.791965,Right of way,0.708905
1619,Limit 50km,Limit 50km,0.999998,Limit 50km,0.999975
1620,Limit 100km,Limit 100km,1.000000,Limit 100km,0.999996
1621,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1622,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1623,Right of way,Right of way,1.000000,Right of way,1.000000
1624,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
1625,Men at work,Men at work,1.000000,Men at work,1.000000
1626,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
1627,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,0.999998
1628,Double curve,Double curve,0.999992,Double curve,0.951408
1629,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1630,Intersection with right of way,Intersection with right of way,0.999999,Intersection with right of way,1.000000
1631,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1632,Men at work,Men at work,1.000000,Men at work,1.000000
1633,Right of way,Right of way,1.000000,Right of way,1.000000
1634,Dangerous right curve,Dangerous right curve,0.999995,Dangerous right curve,0.999157
1635,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1636,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
1637,Limit 50km,Limit 50km,0.999937,Limit 50km,1.000000
1638,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
1639,No overtaking,No overtaking,1.000000,No overtaking,1.000000
1640,Right turn mandatory,Right turn mandatory,0.999999,Right turn mandatory,0.999998
1641,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
1642,Mandatory direction straight,Mandatory direction straight,0.999999,Mandatory direction straight,1.000000
1643,Dangerous left curve,Dangerous left curve,0.967836,Dangerous left curve,0.999491
1644,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
1645,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
1646,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
