Filename,ClassId,Pred,Conf
3093,Mandatory step to the right,Mandatory step to the right,1.000000
3094,Right of way,Right of way,1.000000
3095,Limit 60km,Limit 60km,0.999991
3096,Limit 60km,Limit 60km,0.999989
3097,Limit 70km,Limit 70km,1.000000
3098,Right of way,Right of way,1.000000
3099,End limit 80km,End limit 80km,0.999944
3100,Right of way,Right of way,0.999998
3101,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999987
3102,Snow,Snow,1.000000
3103,Stop,Stop,1.000000
3104,Right of way,Right of way,1.000000
3105,Stop,Stop,0.999989
3106,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3107,Limit 70km,Limit 70km,1.000000
3108,Wrong way,Wrong way,1.000000
3109,Limit 100km,Limit 100km,0.999791
3110,Generic danger,Generic danger,1.000000
3111,Give right to pass,Give right to pass,0.999998
3112,Pedestrian crossing,Pedestrian crossing,0.999892
3113,Wrong way,Wrong way,1.000000
3114,Limit 120km,Limit 120km,1.000000
3115,Danger of slipping,Danger of slipping,0.999982
3116,Generic danger,Generic danger,0.999999
3117,Intersection with right of way,Intersection with right of way,0.999999
3118,Mandatory step to the right,Mandatory step to the right,1.000000
3119,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999992
3120,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3121,Wrong way,Wrong way,1.000000
3122,Limit 80km,Limit 80km,0.999992
3123,Men at work,Men at work,1.000000
3124,Generic danger,Generic danger,0.999999
3125,Limit 70km,Limit 70km,1.000000
3126,Intersection with right of way,Intersection with right of way,1.000000
3127,Wild animals,Wild animals,1.000000
3128,Right of way,Right of way,0.999997
3129,Limit 30km,Limit 30km,0.999998
3130,Limit 120km,Limit 120km,0.999996
3131,Right of way,Right of way,0.999932
3132,Men at work,Men at work,0.999954
3133,Mandatory direction straight,Mandatory direction straight,1.000000
3134,Intersection with right of way,Intersection with right of way,1.000000
3135,Limit 80km,Limit 80km,0.999968
3136,Limit 70km,Limit 70km,1.000000
3137,Limit 50km,Limit 50km,0.999995
3138,Generic danger,Generic danger,0.999999
3139,Mandatory step to the right,Mandatory step to the right,1.000000
3140,Limit 80km,Limit 80km,0.999998
3141,Mandatory step to the right,Mandatory step to the right,0.999998
3142,Give right to pass,Give right to pass,1.000000
3143,Limit 50km,Limit 50km,1.000000
3144,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3145,Limit 60km,Limit 60km,1.000000
3146,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999677
3147,Left turn mandatory,Left turn mandatory,0.999997
3148,Wild animals,Wild animals,0.999979
3149,Traffic light,Traffic light,0.999987
3150,Limit 120km,Limit 120km,0.999997
3151,Limit 80km,Limit 80km,1.000000
3152,Limit 100km,Limit 100km,0.999969
3153,Dangerous right curve,Dangerous right curve,0.999679
3154,End of no overtaking,End of no overtaking,0.999994
3155,Transit prohibition,Transit prohibition,1.000000
3156,Limit 50km,Limit 50km,1.000000
3157,Limit 60km,Limit 60km,0.999999
3158,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999996
3159,Give right to pass,Give right to pass,1.000000
3160,Generic danger,Generic danger,0.971622
3161,Limit 50km,Limit 50km,0.999951
3162,Mandatory direction straight,Mandatory direction straight,0.999998
3163,Limit 70km,Limit 70km,0.999999
3164,Wild animals,Wild animals,0.999999
3165,Intersection with right of way,Intersection with right of way,0.999984
3166,Men at work,Men at work,1.000000
3167,Give right to pass,Give right to pass,1.000000
3168,Limit 30km,Limit 30km,0.999999
3169,Limit 50km,Limit 50km,1.000000
3170,Limit 120km,Limit 120km,1.000000
3171,Right of way,Right of way,1.000000
3172,Limit 50km,Limit 50km,1.000000
3173,Go ahead,Go ahead,0.999980
3174,Right of way,Right of way,1.000000
3175,Right of way,Right of way,0.987710
3176,Double curve,Double curve,1.000000
3177,Right of way,Right of way,0.999850
3178,Limit 50km,Limit 50km,1.000000
3179,Limit 80km,Limit 80km,1.000000
3180,Limit 80km,Limit 80km,1.000000
3181,Limit 100km,Limit 100km,0.999998
3182,Left turn mandatory,Left turn mandatory,0.999924
3183,Mandatory step to the right,Mandatory step to the right,0.999993
3184,Limit 100km,Limit 100km,0.999999
3185,Limit 50km,Limit 50km,1.000000
3186,Limit 120km,Limit 120km,0.999992
3187,No overtaking,No overtaking,0.999990
3188,Limit 100km,Limit 100km,1.000000
3189,Limit 50km,Limit 50km,1.000000
3190,Limit 120km,Limit 120km,0.999986
3191,Limit 120km,Limit 120km,1.000000
3192,No overtaking,No overtaking,1.000000
3193,Limit 100km,Limit 100km,0.999994
3194,Give right to pass,Give right to pass,1.000000
3195,Limit 30km,Limit 30km,1.000000
3196,Limit 80km,Limit 80km,1.000000
3197,Mandatory step to the right,Mandatory step to the right,0.999996
3198,Wrong way,Wrong way,1.000000
3199,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999980
3200,Limit 80km,Limit 80km,0.999999
3201,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3202,Generic danger,Generic danger,0.999999
3203,Give right to pass,Give right to pass,0.999999
3204,Snow,Snow,0.999871
3205,Limit 30km,Limit 30km,0.999995
3206,Limit 60km,Limit 60km,1.000000
3207,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999996
3208,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999994
3209,Limit 20km,Limit 20km,0.999960
3210,Intersection with right of way,Intersection with right of way,0.999997
3211,Limit 120km,Limit 120km,0.999987
3212,Limit 120km,Limit 120km,0.999989
3213,Wrong way,Wrong way,0.999996
3214,Give right to pass,Give right to pass,1.000000
3215,Snow,Snow,0.999979
3216,Generic danger,Generic danger,1.000000
3217,Mandatory step to the right,Mandatory step to the right,0.999998
3218,Limit 50km,Limit 50km,1.000000
3219,Right of way,Right of way,1.000000
3220,Mandatory step to the right,Mandatory step to the right,1.000000
3221,Men at work,Men at work,1.000000
3222,Give right to pass,Give right to pass,0.999995
3223,Limit 30km,Limit 30km,0.999999
3224,Intersection with right of way,Intersection with right of way,1.000000
3225,Stop,Stop,1.000000
3226,Limit 80km,Limit 80km,0.999992
3227,Limit 60km,Limit 60km,0.999998
3228,Mandatory step to the right,Mandatory step to the right,0.999995
3229,Mandatory step to the left,Mandatory step to the left,1.000000
3230,Limit 80km,Limit 80km,0.999997
3231,Men at work,Men at work,1.000000
3232,Wrong way,Wrong way,1.000000
3233,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3234,Cycle crossing,Cycle crossing,0.999887
3235,Limit 60km,Limit 60km,0.999996
3236,No overtaking,No overtaking,0.999987
3237,Men at work,Men at work,1.000000
3238,Mandatory step to the right,Mandatory step to the right,1.000000
3239,Limit 50km,Limit 50km,1.000000
3240,Limit 80km,Limit 80km,1.000000
3241,Men at work,Men at work,1.000000
3242,Men at work,Men at work,1.000000
3243,Limit 60km,Limit 60km,1.000000
3244,Give right to pass,Give right to pass,0.999997
3245,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999991
3246,Limit 80km,Limit 80km,0.999999
3247,Limit 60km,Limit 60km,1.000000
3248,Mandatory step to the right,Mandatory step to the right,1.000000
3249,Limit 30km,Limit 30km,1.000000
3250,Limit 70km,Limit 70km,1.000000
3251,School,School,0.999989
3252,Limit 50km,Limit 50km,1.000000
3253,Dangerous right curve,Dangerous right curve,0.999999
3254,End limit 80km,End limit 80km,0.999999
3255,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999802
3256,Limit 50km,Limit 50km,1.000000
3257,Mandatory step to the right,Mandatory step to the right,1.000000
3258,Mandatory step to the right,Mandatory step to the right,0.999999
3259,Danger of bumps,Danger of bumps,0.999990
3260,Limit 30km,Limit 30km,0.999998
3261,Men at work,Men at work,1.000000
3262,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999993
3263,Limit 50km,Limit 50km,1.000000
3264,Limit 80km,Limit 80km,0.999997
3265,No overtaking,No overtaking,1.000000
3266,Wrong way,Wrong way,1.000000
3267,Limit 30km,Limit 30km,1.000000
3268,Dangerous right curve,Dangerous right curve,0.999999
3269,Limit 60km,Limit 60km,0.999993
3270,No overtaking,No overtaking,0.999997
3271,Mandatory step to the right,Mandatory step to the right,0.999988
3272,Mandatory step to the right,Mandatory step to the right,1.000000
3273,School,School,0.999993
3274,Limit 60km,Limit 60km,0.999999
3275,School,School,0.999865
3276,Limit 100km,Limit 100km,1.000000
3277,End limit 80km,End limit 80km,0.999995
3278,Give right to pass,Give right to pass,0.999990
3279,Snow,Snow,1.000000
3280,Double curve,Double curve,0.999998
3281,Limit 50km,Limit 50km,1.000000
3282,Limit 100km,Limit 100km,1.000000
3283,Wrong way,Wrong way,1.000000
3284,Mandatory direction straight,Mandatory direction straight,0.999995
3285,Stop,Stop,1.000000
3286,Give right to pass,Give right to pass,0.999996
3287,Limit 70km,Limit 70km,0.999997
3288,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
3289,Mandatory step to the right,Mandatory step to the right,1.000000
3290,Wrong way,Wrong way,0.999999
3291,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3292,Intersection with right of way,Intersection with right of way,1.000000
3293,Limit 120km,Limit 120km,1.000000
3294,Transit prohibition,Transit prohibition,0.999588
3295,Traffic light,Traffic light,0.999955
3296,Limit 50km,Limit 50km,1.000000
3297,Limit 70km,Limit 70km,1.000000
3298,Double curve,Double curve,0.999203
3299,Give right to pass,Give right to pass,1.000000
3300,Mandatory step to the right,Mandatory step to the right,1.000000
3301,End limit 80km,End limit 80km,0.999990
3302,Limit 30km,Limit 30km,1.000000
3303,Men at work,Men at work,1.000000
3304,Limit 100km,Limit 100km,0.999985
3305,Limit 120km,Limit 120km,1.000000
3306,Generic danger,Generic danger,1.000000
3307,Limit 60km,Limit 60km,0.999980
3308,Limit 120km,Limit 120km,1.000000
3309,Give right to pass,Give right to pass,1.000000
3310,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999978
3311,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999970
3312,Danger of slipping,Danger of slipping,0.999999
3313,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999851
3314,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999990
3315,Right of way,Right of way,0.996534
3316,Limit 50km,Limit 50km,0.999999
3317,No overtaking,No overtaking,1.000000
3318,Go ahead,Go ahead,0.999965
3319,Right of way,Right of way,0.999876
3320,Limit 50km,Limit 50km,0.999997
3321,Limit 70km,Limit 70km,0.999999
3322,Limit 100km,Limit 100km,0.999998
3323,Limit 100km,Limit 100km,0.999995
3324,Mandatory step to the right,Mandatory step to the right,0.999999
3325,Right of way,Right of way,1.000000
3326,Limit 100km,Limit 100km,0.999997
3327,Men at work,Men at work,0.999999
3328,Mandatory step to the right,Mandatory step to the right,1.000000
3329,Mandatory step to the right,Mandatory step to the right,0.999997
3330,Double curve,Double curve,0.993837
3331,No overtaking,No overtaking,0.999997
3332,Men at work,Men at work,0.999877
3333,Intersection with right of way,Intersection with right of way,1.000000
3334,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3335,Men at work,Men at work,1.000000
3336,Right of way,Right of way,0.999999
3337,Dangerous right curve,Dangerous right curve,0.999950
3338,Limit 80km,Limit 80km,1.000000
3339,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3340,Limit 50km,Limit 50km,1.000000
3341,Danger of slipping,Danger of slipping,0.999885
3342,No overtaking,No overtaking,0.999996
3343,Generic danger,Generic danger,0.999999
3344,Right turn mandatory,Right turn mandatory,0.999845
3345,Give right to pass,Give right to pass,1.000000
3346,Mandatory direction straight,Mandatory direction straight,0.999999
3347,Dangerous left curve,Dangerous left curve,0.999964
3348,Limit 120km,Limit 120km,1.000000
3349,Limit 80km,Limit 80km,1.000000
3350,Left turn mandatory,Left turn mandatory,0.999994
3351,No overtaking,No overtaking,1.000000
3352,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3353,Limit 30km,Limit 30km,0.999980
3354,No overtaking,No overtaking,0.999995
3355,Mandatory direction straight,Mandatory direction straight,1.000000
3356,Wrong way,Wrong way,0.999999
3357,Give right to pass,Give right to pass,1.000000
3358,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3359,Mandatory step to the right,Mandatory step to the right,1.000000
3360,Give right to pass,Give right to pass,0.999988
3361,Limit 100km,Limit 100km,1.000000
3362,Traffic light,Traffic light,0.999999
3363,Right of way,Right of way,1.000000
3364,Stop,Stop,0.999998
3365,Give right to pass,Give right to pass,1.000000
3366,Limit 100km,Limit 100km,0.999689
3367,School,School,0.999996
3368,Wrong way,Wrong way,1.000000
3369,Wild animals,Wild animals,0.999960
3370,Limit 50km,Limit 50km,1.000000
3371,Men at work,Men at work,1.000000
3372,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999988
3373,End limit 80km,End limit 80km,1.000000
3374,Right of way,Right of way,1.000000
3375,Mandatory step to the right,Mandatory step to the right,1.000000
3376,Stop,Stop,0.999998
3377,Wrong way,Wrong way,0.999971
3378,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999560
3379,No overtaking,No overtaking,0.999999
3380,Limit 100km,Limit 100km,0.999999
3381,Transit prohibition,Transit prohibition,1.000000
3382,Danger of bumps,Danger of bumps,0.999866
3383,Limit 100km,Limit 100km,0.999964
3384,Limit 30km,Limit 30km,0.999998
3385,Mandatory step to the right,Mandatory step to the right,1.000000
3386,Give right to pass,Give right to pass,0.999996
3387,Cycle crossing,Cycle crossing,0.999982
3388,Give right to pass,Give right to pass,1.000000
3389,Men at work,Men at work,1.000000
3390,Wrong way,Wrong way,1.000000
3391,Danger of slipping,Danger of slipping,0.999853
3392,Wild animals,Wild animals,0.999996
3393,Mandatory step to the right,Mandatory step to the right,1.000000
3394,Limit 100km,Limit 100km,0.999993
3395,Mandatory step to the right,Mandatory step to the right,1.000000
3396,Limit 30km,Limit 30km,0.999997
3397,Men at work,Men at work,0.999998
3398,Wrong way,Wrong way,1.000000
3399,Limit 100km,Limit 100km,0.999997
3400,Left turn mandatory,Left turn mandatory,0.999745
3401,No overtaking,No overtaking,0.999993
3402,Wrong way,Wrong way,1.000000
3403,Limit 80km,Limit 80km,0.999999
3404,Traffic light,Traffic light,0.999983
3405,Wrong way,Wrong way,1.000000
3406,Snow,Snow,0.999999
3407,Mandatory step to the right,Mandatory step to the right,0.999998
3408,Pedestrian crossing,Pedestrian crossing,0.999973
3409,Dangerous right curve,Dangerous right curve,0.999994
3410,Give right to pass,Give right to pass,1.000000
3411,End limit 80km,End limit 80km,0.999999
3412,Limit 80km,Limit 80km,1.000000
3413,Go ahead,Go ahead,0.999936
3414,Men at work,Men at work,1.000000
3415,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999996
3416,Mandatory direction straight,Mandatory direction straight,1.000000
3417,Generic danger,Generic danger,0.999987
3418,Limit 100km,Limit 100km,1.000000
3419,Limit 120km,Limit 120km,0.999992
3420,Snow,Snow,0.999998
3421,Mandatory step to the right,Mandatory step to the right,0.999659
3422,Limit 30km,Limit 30km,0.999977
3423,Limit 30km,Limit 30km,0.999997
3424,Roundabout,Roundabout,0.999925
3425,Snow,Snow,0.999999
3426,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999995
3427,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3428,No overtaking,No overtaking,1.000000
3429,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3430,Intersection with right of way,Intersection with right of way,0.999958
3431,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3432,Traffic light,Traffic light,0.999996
3433,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3434,Give right to pass,Give right to pass,1.000000
3435,Give right to pass,Give right to pass,1.000000
3436,Transit prohibition,Transit prohibition,1.000000
3437,Right of way,Right of way,0.999999
3438,Mandatory step to the right,Mandatory step to the right,0.999999
3439,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999961
3440,Roundabout,Roundabout,0.999983
3441,Wild animals,Wild animals,1.000000
3442,Limit 70km,Limit 70km,0.999996
3443,Men at work,Men at work,1.000000
3444,Limit 50km,Limit 50km,1.000000
3445,Right turn mandatory,Right turn mandatory,0.999993
3446,Generic danger,Generic danger,1.000000
3447,Limit 30km,Limit 30km,1.000000
3448,Limit 50km,Limit 50km,1.000000
3449,Right of way,Right of way,0.999996
3450,Limit 70km,Limit 70km,0.999996
3451,Transit prohibition,Transit prohibition,0.999998
3452,Wrong way,Wrong way,1.000000
3453,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3454,Right turn mandatory,Right turn mandatory,0.999995
3455,Give right to pass,Give right to pass,0.999998
3456,Directions right and straight,Directions right and straight,0.999996
3457,Men at work,Men at work,1.000000
3458,Limit 50km,Limit 50km,0.999988
3459,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3460,Limit 80km,Limit 80km,0.998309
3461,Mandatory step to the left,Mandatory step to the left,0.999999
3462,Right of way,Right of way,1.000000
3463,Limit 120km,Limit 120km,1.000000
3464,Mandatory step to the right,Mandatory step to the right,1.000000
3465,Limit 30km,Limit 30km,0.999957
3466,Traffic light,Traffic light,1.000000
3467,Dangerous right curve,Dangerous right curve,0.999924
3468,Wild animals,Wild animals,0.999987
3469,Generic danger,Generic danger,0.999998
3470,Mandatory step to the right,Mandatory step to the right,1.000000
3471,Limit 80km,Limit 80km,0.999997
3472,No overtaking,No overtaking,1.000000
3473,Limit 100km,Limit 100km,0.999971
3474,Directions right and straight,Directions right and straight,0.999995
3475,Double curve,Double curve,0.999992
3476,Limit 60km,Limit 60km,0.999959
3477,Dangerous right curve,Dangerous right curve,0.999991
3478,Directions left and straight,Directions left and straight,0.999979
3479,Wrong way,Wrong way,0.999999
3480,End of no overtaking,End of no overtaking,0.999814
3481,Danger of slipping,Danger of slipping,0.999980
3482,Left turn mandatory,Left turn mandatory,0.999977
3483,Stop,Stop,1.000000
3484,Limit 50km,Limit 50km,1.000000
3485,Limit 30km,Limit 30km,0.999999
3486,Generic danger,Generic danger,0.999997
3487,Roundabout,Roundabout,0.999616
3488,Limit 60km,Limit 60km,0.999981
3489,Limit 60km,Limit 60km,0.999998
3490,Mandatory step to the left,Mandatory step to the left,1.000000
3491,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3492,Limit 70km,Limit 70km,0.999192
3493,Right of way,Right of way,1.000000
3494,Intersection with right of way,Intersection with right of way,1.000000
3495,Limit 60km,Limit 60km,1.000000
3496,Mandatory direction straight,Mandatory direction straight,1.000000
3497,Mandatory direction straight,Mandatory direction straight,0.999999
3498,Give right to pass,Give right to pass,1.000000
3499,Right turn mandatory,Right turn mandatory,0.999996
3500,Mandatory step to the right,Mandatory step to the right,0.999948
3501,Limit 120km,Limit 120km,0.999526
3502,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
3503,Mandatory direction straight,Mandatory direction straight,1.000000
3504,Men at work,Men at work,0.999997
3505,Wild animals,Wild animals,0.999996
3506,Limit 80km,Limit 80km,0.999999
3507,Limit 30km,Limit 30km,1.000000
3508,Limit 100km,Limit 100km,0.999996
3509,Limit 50km,Limit 50km,1.000000
3510,Roundabout,Roundabout,0.999994
3511,Intersection with right of way,Intersection with right of way,0.999999
3512,Mandatory step to the right,Mandatory step to the right,1.000000
3513,Limit 120km,Limit 120km,0.999997
3514,Men at work,Men at work,0.999999
3515,Right of way,Right of way,1.000000
3516,Stop,Stop,1.000000
3517,Wild animals,Wild animals,0.999902
3518,Limit 100km,Limit 100km,0.999998
3519,No overtaking,No overtaking,0.999992
3520,Pedestrian crossing,Pedestrian crossing,0.999905
3521,Limit 120km,Limit 120km,0.999997
3522,Give right to pass,Give right to pass,0.999995
3523,Danger of bumps,Danger of bumps,0.999954
3524,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999988
3525,Limit 100km,Limit 100km,0.999959
3526,Intersection with right of way,Intersection with right of way,0.999990
3527,School,School,0.999919
3528,Mandatory step to the right,Mandatory step to the right,1.000000
3529,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999994
3530,No overtaking,No overtaking,1.000000
3531,Mandatory direction straight,Mandatory direction straight,1.000000
3532,Limit 70km,Limit 70km,0.999974
3533,Right of way,Right of way,0.999998
3534,Limit 70km,Limit 70km,0.999998
3535,Right of way,Right of way,1.000000
3536,No overtaking,No overtaking,0.999613
3537,Directions right and straight,Directions right and straight,0.999976
3538,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3539,Limit 120km,Limit 120km,0.999999
3540,Generic danger,Generic danger,0.999993
3541,Give right to pass,Give right to pass,0.999999
3542,End limit 80km,End limit 80km,0.999931
3543,Directions right and straight,Directions right and straight,0.999902
3544,Limit 80km,Limit 80km,0.999985
3545,School,School,0.999992
3546,Give right to pass,Give right to pass,1.000000
3547,Mandatory direction straight,Mandatory direction straight,1.000000
3548,Snow,Snow,0.999999
3549,Limit 70km,Limit 70km,1.000000
3550,Stop,Stop,1.000000
3551,Danger of slipping,Danger of slipping,0.999998
3552,Mandatory direction straight,Mandatory direction straight,0.999990
3553,Mandatory step to the right,Mandatory step to the right,0.999999
3554,Men at work,Men at work,1.000000
3555,Limit 100km,Limit 100km,0.999999
3556,Limit 80km,Limit 80km,1.000000
3557,Limit 80km,Limit 80km,1.000000
3558,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999992
3559,Limit 70km,Limit 70km,1.000000
3560,Limit 50km,Limit 50km,1.000000
3561,Transit prohibition,Transit prohibition,0.999998
3562,Limit 70km,Limit 70km,0.999999
3563,Wrong way,Wrong way,1.000000
3564,Mandatory direction straight,Mandatory direction straight,1.000000
3565,Dangerous right curve,Dangerous right curve,0.999998
3566,Pedestrian crossing,Pedestrian crossing,0.999952
3567,Right turn mandatory,Right turn mandatory,0.999999
3568,Limit 50km,Limit 50km,1.000000
3569,Cycle crossing,Cycle crossing,0.999988
3570,Limit 80km,Limit 80km,0.999999
3571,Intersection with right of way,Intersection with right of way,1.000000
3572,Limit 70km,Limit 70km,0.999988
3573,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999996
3574,Stop,Stop,1.000000
3575,Give right to pass,Give right to pass,0.999768
3576,Men at work,Men at work,0.999999
3577,Mandatory direction straight,Mandatory direction straight,0.999995
3578,School,School,0.999950
3579,Give right to pass,Give right to pass,1.000000
3580,Limit 20km,Limit 20km,0.999071
3581,Cycle crossing,Cycle crossing,0.999848
3582,Limit 80km,Limit 80km,1.000000
3583,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999975
3584,Right of way,Right of way,0.999755
3585,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3586,Mandatory step to the right,Mandatory step to the right,1.000000
3587,Generic danger,Generic danger,0.999979
3588,No overtaking,No overtaking,1.000000
3589,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999755
3590,Limit 80km,Limit 80km,1.000000
3591,Limit 30km,Limit 30km,0.999998
3592,Give right to pass,Give right to pass,1.000000
3593,Double curve,Double curve,0.999891
3594,No overtaking,No overtaking,1.000000
3595,Right turn mandatory,Right turn mandatory,0.999994
3596,Men at work,Men at work,0.999988
3597,Men at work,Men at work,1.000000
3598,Limit 30km,Limit 30km,1.000000
3599,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3600,Right turn mandatory,Right turn mandatory,0.999968
3601,No overtaking,No overtaking,1.000000
3602,Right of way,Right of way,0.999995
3603,Stop,Stop,1.000000
3604,Mandatory step to the right,Mandatory step to the right,1.000000
3605,Mandatory step to the right,Mandatory step to the right,1.000000
3606,Limit 50km,Limit 50km,0.999977
3607,Limit 100km,Limit 100km,0.999999
3608,Men at work,Men at work,1.000000
3609,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3610,Limit 80km,Limit 80km,1.000000
3611,Transit prohibition,Transit prohibition,0.999999
3612,Right of way,Right of way,1.000000
3613,Limit 30km,Limit 30km,1.000000
3614,Limit 80km,Limit 80km,0.999998
3615,Limit 30km,Limit 30km,0.999990
3616,Generic danger,Generic danger,0.999999
3617,Limit 120km,Limit 120km,1.000000
3618,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999994
3619,Mandatory step to the left,Mandatory step to the left,0.999999
3620,Limit 120km,Limit 120km,1.000000
3621,Give right to pass,Give right to pass,1.000000
3622,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
3623,Limit 30km,Limit 30km,0.999999
3624,Limit 70km,Limit 70km,1.000000
3625,Limit 50km,Limit 50km,1.000000
3626,Wrong way,Wrong way,1.000000
3627,Danger of slipping,Danger of slipping,0.999907
3628,No overtaking,No overtaking,0.999993
3629,Double curve,Double curve,1.000000
3630,Mandatory step to the right,Mandatory step to the right,0.999999
3631,Mandatory step to the right,Mandatory step to the right,1.000000
3632,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999991
3633,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3634,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999998
3635,Wild animals,Wild animals,0.999997
3636,Limit 50km,Limit 50km,0.999974
3637,Directions right and straight,Directions right and straight,0.999994
3638,Mandatory step to the right,Mandatory step to the right,1.000000
3639,Limit 50km,Limit 50km,1.000000
3640,Wild animals,Wild animals,1.000000
3641,Mandatory step to the right,Mandatory step to the right,0.999999
3642,Limit 120km,Limit 120km,0.999999
3643,Cycle crossing,Cycle crossing,0.999998
3644,Danger of bumps,Danger of bumps,0.978200
3645,Men at work,Men at work,1.000000
3646,No overtaking,No overtaking,0.999999
3647,Mandatory step to the right,Mandatory step to the right,1.000000
3648,Left turn mandatory,Left turn mandatory,0.999986
3649,Mandatory step to the right,Mandatory step to the right,1.000000
3650,Cycle crossing,Cycle crossing,0.999974
3651,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999941
3652,Men at work,Men at work,0.999999
3653,Mandatory direction straight,Mandatory direction straight,1.000000
3654,Right of way,Right of way,1.000000
3655,Limit 120km,Limit 120km,1.000000
3656,Danger of bumps,Danger of bumps,0.999998
3657,Limit 80km,Limit 80km,1.000000
3658,Give right to pass,Give right to pass,0.999997
3659,Limit 70km,Limit 70km,0.999998
3660,Intersection with right of way,Intersection with right of way,0.999999
3661,Left turn mandatory,Left turn mandatory,0.999996
3662,Wild animals,Wild animals,0.999996
3663,Men at work,Men at work,0.999999
3664,Limit 30km,Limit 30km,1.000000
3665,Mandatory step to the right,Mandatory step to the right,0.999981
3666,Give right to pass,Give right to pass,1.000000
3667,Limit 120km,Limit 120km,1.000000
3668,Limit 30km,Limit 30km,0.999926
3669,Right of way,Right of way,1.000000
3670,Limit 50km,Limit 50km,0.999999
3671,Wrong way,Wrong way,0.999999
3672,Limit 120km,Limit 120km,1.000000
3673,Danger of slipping,Danger of slipping,0.999997
3674,Limit 80km,Limit 80km,1.000000
3675,Limit 80km,Limit 80km,1.000000
3676,Wild animals,Wild animals,0.999999
3677,Limit 80km,Limit 80km,1.000000
3678,Transit prohibition,Transit prohibition,1.000000
3679,Limit 30km,Limit 30km,0.999916
3680,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
3681,Intersection with right of way,Intersection with right of way,1.000000
3682,Limit 120km,Limit 120km,0.999999
3683,Men at work,Men at work,1.000000
3684,Generic danger,Generic danger,0.999996
3685,Wrong way,Wrong way,1.000000
3686,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999984
3687,Limit 50km,Limit 50km,1.000000
3688,Transit prohibition,Transit prohibition,0.999995
3689,Men at work,Men at work,1.000000
